review,rating
good,5
good,5
In Tirunelveli there's no call centre available.in case any problem with the app no one can help 😞,1
bakwas hai ek dum 0 rating do sab document ACPt hi nahi kar raha he 👿 koi help line hi nahi diya he costomer se contact kese kare sabhi likha rakha he kisi ki problem samj ne ke liye helpline rakhna chahiye gatiya app 👿,1
very good,5
ola driver application is very cheating.. fraud application,1
sabse ghatiya app,1
aree order hi nhi deta,1
ride bhut kam aati hai,5
increase ride amount it's tooooooo low,1
no booking available,1
im very happy,5
not working properly chu app,1
good,5
agent kahte hai sir technical issue hai .. booking hi nhi ativhai,1
"ಲೇ ಸೆಟ್ ಅಡ್ಮಿನ್.. ನೀನು ಯಾವ ರೀತಿ ಬಾಡಿಗೆ ಕೊಡ್ತಿದ್ದೀಯಾ? ನೀನು ಕೊಡೊ 42 ರೂಪಾಯಿಗೆ ನಾನು ಎರಡು ಕಿಲೋಮೀಟರ್ ಹೋಗಿ ಅವರನ್ನು ಪಿಕಪ್ ಮಾಡಿ, ಒಂದುವರೆ ಕಿಲೋಮೀಟರ್ ಡ್ರಾಪ್ ಮಾಡ್ಬೇಕಾ?? ಅದಕ್ಕೆ ನಿನಗೆ ರಿಚಾರ್ಜ್ ಬೇರೆ ಮಾಡಬೇಕ? ಒಟ್ನಲ್ಲಿ ನಿನ್ನಂತಹ ಅಯೋಗ್ಯನಿಂದ ಆಟೋ ಚಾಲಕರು ಮನೆಹಾಳ್ ಮಾಡ್ಕೋಬೇಕು",1
ok,5
good application,5
good,5
sabse Bekar aur ghatiya app hai..aaj tak mera KYC update nhi ho paya hai,1
very nice and good app,5
no customer support at all poor management,1
sabse bekar app hai yeh,1
good 👍👍,5
"deposit amount issue , payment option not shown in app,I uninstalled and then installed but issue not clear ...so app not working clear my issue",4
full scam app ola subscription fees 3 days amount i pay 69 but no ride my total full amount ola scam app has a serious issue with accepting orders when an order is assigned it only appears for 1-2 seconds and by the time I try to accept it.the app loads and the order disappears on its own without being accepted additionally there are times when I'am unable to accept orders at all which is frustrating and affects my earings please look into this and fix these bugs as soon as possible improve,1
ola not perfect,1
my ola driving app not login in my device showing error this device login another account. and I can't connect with ola customer care,1
very good and beautiful,5
excellent,5
dont buy the monthly pass when I buy daily pass its good After got the monthly pass its not good not accepting the bookings,1
super ola driver app,5
tips not accept,1
good,5
extra - balance,1
bad experience 😓,2
good 👍,5
My id lock no solution,1
not working,1
mast,5
Nice 👍,5
not getting Oder,1
ola company apni manmani kar rahi hai driver ko bahut kam booking de rahi hai red bilkul bhi Sahi nahin de rahi,5
stop receiving delivery orders...if you accept and reached the location and customer cancelled the order neither you receive penalty charges nor a single penny of distance you covered no matter how long you waited for the order to get prepared...or if you cancel the accepted delivery order you will be fined 500/INR......what a logic..,1
good,5
worst interface,2
some persons are using 3rd party apps for auto accepting,1
very good ola app,5
very good,5
not getting any ride booking please help,1
👍👍👍👍,5
ola vs rapido non peek hours per km ola 12 to 14 rapido 18 to 20 ola sucks drivers blood,1
"I should ban Ola. If I try to call customer care, it doesn't work. The bill amount changes here. If I try to contact help support, I can't find it.This is a very bad app, (OLA) people please improve it.",1
I have been using this app for over 6 months. this is the worst auto driver app I've ever seen. It is a less paying app from other auto driver apps. uber and Rapido are much better than ola for long distance earnings. I am an honest reviewer. Thank you.,1
don't install this app payment related issues customer care not received call and problems,1
how to connect call centre agents it's Irritating,1
Driver Account Onboarding process is very poor and not yet verified till now after submitting documents two days back . No Support Chat or Call and didn't receive any call yet.,1
Good,5
ola is good app.,5
West app cheap rates driver not use avoid thiss ola all drivers,1
nice,5
super,5
GOOD,5
मेरे सभी ओला भाईयों जो भी ओला पार्टनर ऐप चलाता है मैं यूएन सभी से बात करना चाहता हूं कि ओला चलाने में हमें क्या फायदा है लेकिन हमें कोई भी इसमें फायदा नहीं मिलता है क्योंकि,1
gaadi jyada chalane ke paise nhin deta,1
bekar ola aap no ride 3 hours,1
good,5
"driver app is not working now, what happend ola services are stopping or any other problem",2
we all drivers appreciate ola for giving us a booming source of income I always pray should get the best fare & the best price,5
disgusting and poor facilities,1
good,5
please best ride booking thankyou,5
not use app please money lossssssss and recharge money loss,1
ಕಚ್ಚಡ,1
good,5
🤩,5
this veri bad app for driver and owner,1
this app is worst,1
"I did Ola trips in Hyderabad and from there I came to Vizag, they asked for 500rs for Vizag location change, I gave it, it has been 8 months now but they have not been able to change it. I know that Ola is likely to disappear from our lives in a few days.",1
bakwas hai yah app kiraya bilkul kam hai ismein,1
good app,5
👌 👍,5
very bad app,1
long pick 2km+,1
nice,5
worst driver support,1
"very very bed ola driver, costume junk call block karte hai costume ko call nai lagti hai.. very very bad 😡",1
नमस्ते मैं ऑटो ड्राइवर हूं और मैं ओला में ओटो चलाता हूं ओला में बहुत दिक्कत आ रही हैं राइड एक्सेप्ट नहीं होती है और बहुत कम राइट मिलती है पूरे दिन में 2 से 3 राइड ही मिल पाती है बहुत ही बकवास एप्लीकेशन है रिचार्ज मरवा लेते हैं पूरे महीने का,5
Bakwas Bana diya hain,1
app not working,1
good app,5
bad,5
Best,5
ok,5
good 💯,5
faltu app not receiving long and heigher trips public use different apps and pick the trips,5
not use this app froud all trip only setup user available intercity booking in pune city,1
good,5
very good 👍,5
good,5
super,5
rate to theek hai aapka Magar upset booking type karte hat jaati hai booking nahin aati Apne system ko thoda update karo Banda Sanskrit San lene ke bad bhi booking nahin uth rahi hai aapki aur booking bahut kam hai aapki,4
nice,5
verry bad,1
super fast,5
nice app,5
not getting orders,1
ok,5
cannot buy a subscription plans unable use ut properly wt's company doing there is no coustomer support too if cannot slove the problems the close the company,1
Super app 🙂😄,5
like,5
Serivice not good app,1
"I have delivered a order but app showing you don't deliver a order how it's possible 😔 Today i am very disappointed 😔 day by day app also waste of time, payment also correctly not paid",1
rider's ride earning money stole by this thief company,1
good,5
"problem on accepting order and customer refused after reaching at pick up point, after long pick up also and there is no penalty for them",1
"worst delivery app ever, there is no customer support waste of time ,absolutely disappointing and worst",1
ola ko fire badhai,5
"फोन नंबर नही ओला का, हर एक गाडी वाले को लूट रही है ये कंपनी, ओला के साथ कोई भी बिझनेस ना करे , एक महत्वपूर्ण बात है की ये ओला कंपनी RTO कब से बनी इस कंपनी को रिक्षा टेक्सी के मीटर को बदलनेका अधिकार किसने दिया, रिक्षा टॅक्सी ये पुणे, मुंबई जहा जहा रिक्षा टेक्सी हैं वहा मिटर चलता हैं इस कंपनी को आपने आप फेअर सेट करने का आधिकर कोण दिया, ये बिलकुल फ्रोड जैसा हैं , और केन्सल चार्जेस नहीं मिलता .फोन नंबर ओला ने बंद कर दिया हैं, ओला कस्टमर नंबर नहीं.?? फेक बुकिंग देता हैं, ओला navigation मॅप गलत हैं.",1
varry bad,1
good 👍,5
प्रिया ओला पार्टनर आपसे निवेदन है की मध्य प्रदेश भोपाल के अंदर लोग ऑटो क्लीकर लगाकर बैठे हैं कुछ कुछ लोग जिनकी वजह से दूसरे ड्राइवर पार्टनर को बुकिंग नहीं मिल पा रही बुकिंग स्क्रीन पर आती है और चली जाती है ऑटो क्लीकर नाम की एप्लीकेशन जो प्ले स्टोर पर अवेलेबल है उसको लोग गलत इस्तेमाल कर रहे हैं कृपया आपसे निवेदन है कि मेरे मैसेज को ध्यान दिया जाए और जैसे पहले ओला में सभी ड्राइवर पार्टनर को बुकिंग दी जाती थी वैसे ही सबको बिजनेस दिया जाए इसमें सिर्फ 30% लोग ऑटो क्लीकर लगाकर अपना काम बहुत अच्छा चल र,1
customer care service very bad,1
good 👍,5
very good sir,5
good Delivery app,5
LOOTERA,1
I complete my profile but no ride no customer support in ola app I buy subscription plan but no can help me 😔😔,1
ola acchi company Thi per ab Kam nahin de rahi hai ab din per din bade hoti ja rahi hai ola company pahle acchi thi ab Sahi Kam nahin de rahi hai,5
very poor experiencent,1
The worst driver app ever.,1
worst app ever,1
Very Bad,1
picop lokeshan issu rut map cras,2
"I am old driver and my security deposit 3k rupees, now I am purchased nee ertiga taxi XL, now I am trying to attach my car at ola cabs , it's now working , pls provide my issue",2
Ola Driver Platform is the one of the High Fare and best surge option to high earning Option for Indian All of types transport Drivers. Ye Platform Indian Drivers ke liye kaafi Valueable aur High Fare ke liye Better option hai Lekin halaki Isme Trips Request uber ke Comparison me minimum hai lekin Uber aur Rapido ola ke comparison me drivers ko low fare No surge deti hai in dono se better option ola drivers platform hai. Mein request karta hu ki Ola Company Apni trips Increase kare aurareaexpand,5
super app,5
THIS V.GOOD APP🥰🤗,5
mere paise Kyu kate jarhe jawab do tumhara kitna platform fees hai best rapido,1
sabse ghatiya app ho gaya hai sirf driver se paisa lootne ka haal janta hai Daily daily iska subscription plan hi change Hota hai mujhe lagta hai iska 10 baap hai ek ka to nahi hai dogla company hai,1
very bad sarvice door ki ride udh jaati hai paas ki nahi,2
waste,2
Bike ride booking na ke barabar aur na hi ab delivery order aate.Subscription lene ka bhi koi khas benefit nahi hai,1
worst app,1
not getting booking,5
nice,5
meri nayi car attach nahi ho pa Rahi hai,1
Driver to custemer Calling sarver unreachable problem please solve,1
not working,1
very low price,1
very bad not good for drivers,1
it's very difficult to use ... ola app has no option to set voice navigation and it doesn't even allow to switch to google map,1
app has serious issues with accepting trip.when a trip assigned it only appears only few seconds and that time I try to accept it but trip disappear on its own without being accepted trip.which is effected my earnings and frustrated me.one other Big issues with the payment.I have faced this issue so many times and raised the complaint many times but not solved.please fix this problem as soon as possible to improve the experience of ola partner .. pl,1
good,5
Spam App Mobile All Contacts Requirment Ola Why ? If You Not Give Permission Ola Read all Contacts of your Mobile it's not Working .....,1
good,5
Abhi Abhi customer care se Humne Baat Kiya bola ki Hamara out station aur plus Prime plus chalu kar dijiye unhone kaha ki 100 Dinon Se Sabhi log request Kiye Hain but abhi tak chalu Nahin Hua aap abhi bol Denge to chalu ho jaega ab bataiye customer care hi Aisa Kah Raha Hai To Kaise driver log kam Karenge jab tak chalu Nahin hoga tab tak Kaise kam Hoga Kaise proper kam hoga,1
good,5
drivro ke liye ek dum bekar aap hai ye chor aap fear kuch dikhata hai or deta kuch or hai isko koi driver bhai download na kare,1
very good app,5
order accept nahi hota hai,1
इसमें कोई complane नहीं होती पिछले 10 दिनों से ट्राई कर रहा हूं लेकिन कोई भी कुछ नहीं सुनता है मैने कस्टमर को उठाया और कस्टम ने एड्रेस सही डाला था लेकिन लोकेशन गलत दिख रही थी और फिर हम उसको 5 km आगे गया उसके सही लोकेशन पर छोड़ तो राइड का पैसे उतना ही शो हुआ और 5 km के पैसे नहीं जुड़े और मेरा 5km का नुकसान हुआ और अब कंप्लेन भी नहीं हो रही है न ही कोई response है ola की तरफ से तो दोस्ती ओला को बिल्कुल भी मत login करो नहीं कोई प्रॉब्लम होगी तो कोई नहीं सुनेगा और आपके ही 100 200 घुस जाएंगे......,1
thank you,5
very nice 👍,5
froud componey chhor,1
very worst app not calucate the actual kilometres giving less amount to driver,1
bhut ache,5
very good,5
rapido and Uber dono se behtar hai ola,5
very very very very very very very very very bad,1
app is berry slow respose,5
awesome,5
bahut hi badhiya app,5
very good,5
barbad ho jaoge ola chal kar mat chalana,1
I buy the subscription plan but govts taxies are cutting from my rides after taking ola pass in earning history showing deducted amount also,1
very bad,1
very good app for Dinner,1
Ola Chitar and frod,1
ऐप तो बहुत अच्छा है लेकिन एक समस्या है कि कस्टमर का मोबाइल नंबर शो नहीं होता है,5
super,5
no good,1
not ride available 😔😔😔 Iam so disappointed..,4
very bad,1
not good ola driver,1
Arpot terminal 2 se prime plus car booking nahin aata Hai customer care se kripya help chahie?,5
even after delivery they didn't paid amount and show cancelled order,1
very good,5
Ola booking nhi aare kyu aisa har koi rapidio use aisa kyu kuch kro ola wali bookings aaye jise,5
very bed,1
one of worst app for bike riders dont ever install and waste your time ola will never gonna care mire over they dont give option to call support 🤣,1
worst app my is blocked I can't able to login 😞,1
no help line number no customer care,1
Superb,1
very good app,5
okay,4
ओला का कस्टमरकेयर सर्विस बहुत खराब है मेरा 1400 ओला आईडी से ओला कट लिया वो अमाउंट आज दिन तक मुझे नहि मिला है ऊस बात को 2महिने होने आए है,1
App is not download,1
happy 😃😃😃😃😁😁😃😃😃😃😃😃😃,5
very good 👍,4
good experience but low rides,4
not getting proper orders,1
very good experience,5
not working,5
very bad,1
nice earning,5
thank u ola partnar,5
excellent 👍,5
ghatiya ola partner support,1
super,5
"per 7th day this app created the problem & invest money for recharge of 299 is vest ,froud booking & cancellation is very high this no cancellation charge please take cancellation charge for cancellation to customer",1
waste aap,1
Meri app chalu Karen,5
bad,1
Super 😊😊,5
ola company chor hai.,1
good,5
fraud,1
super rate card jasthi madi,5
good 💯💯🔥🔥,5
good,5
nice,5
Trip accept problem,2
ola application is good,5
very bed system,1
very high platform charge... not ride accepted quickly,1
drivers first choice ola no uber no repido only ola,5
not work,1
very good,5
sabse bekar r aap h kabhi atime se duty nhi deta fare issue,5
ride not appsapt,1
No team to contact worst,1
1 year se outstation band h abhi tak open nahi hui call me,1
ola ka daily notification aa raha hai negative balance maf kardiya hai company ne lakin mere app me to abhi bhi dikh Raha hai negative balance,1
ok,5
"Not able to register for 2 wheeler from so many days, I think agents are not approving willingly some times Driving licence & sometimes RC for visiting office & taking money",1
very bad app,1
"If Customer Booking is 1KM Ride,the Fair become 47 Rupees.if same Customer going drop Location extended 10 Km.Then Fair Also Same47 Rupees.The App Not Calculated Customer Real time distance Traveled.Too Worst.Dirves Loses Lot Of Money This OLA App.",1
"This app have no demand in Market...not getting orders,very bad service to earn money,the acceptance of orders theme is very very worst.. finally waste for earnings👎👎👎👎👎👎👎👎👎👎👎❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌ so don't use this app, Worst app...waste of time",1
Fantastic 🤩,5
👍,4
booking nhi aati h,1
Customer app bill and Driver bill amount show different kabhi customer care bhi le liya kijiye kya koi responseble hai is app ka kuch reply nhi ata hai,1
good,5
நேர விரயம் West of time and money also Young people don't come here,1
very bad,1
worst service don't use ola app at all any one if you face any problem you can't even connect with customer service,1
Super 😍 fabulous 😍,5
super 😍,5
nice,5
good work,5
nice aap,5
not speed,5
super,5
3rd class app... not good not available customer support,1
booking is coming,1
worthless app,1
very good app all driver,5
There are no incentives in the app and there are obstacles when using the app,1
suv and mini rates are same pls give suv rates to suv rate difference should be there,1
ret khup Kami aani फेक बुकिंग सुद्धा आज जास्त आले मला,1
no trips way,2
booking time one rate drop time lowest rate fraud please uninstall app all drivers,1
very bad,1
auto kiraya bahut kam diye hai avr kilomitar ke hisab se bhi payse nhi milte hai avr bins rrip kiye bhi payse cut karte hy avr mitar ke hisab se kiraya nahi milta hai,1
app is slow minium bookings accepted many bookings are crash main issue is facing problem in accept bookings,1
high commission driver,1
very nice,5
it's amizing very good thanks to ola come in My present business life,5
मेरे देश की कंपनी ओला 👍 दी ग्रेट,5
good,5
to to bad,1
very bad 😞😔 app,1
good,5
"please put tha old offer ( 20 rupees for 1 km , eligible minimum 6 bookings for day ) ola beat tha , rapido, Uber in Hyderabad one month, ola will get back to top one Position, I will tell my all Hyderabad driver union, soo please trust all drivers situation and needs 🙏🙏🙏, we hope ola",5
good job,5
mana ola ka pass liya but ussa koi be change nhi ride nhi aa rhi ride jo aa rhi ha pick nhi ho rhi waste of money pass,1
very very bad ola cab,1
thanks Ola team,5
good,5
good,5
good,5
supet rider,5
good,5
nice,5
very bad app for driver,1
nice,5
your app is a waste because it does not give time to accept the new order when it more amount is shown so please do it normal acceptance so that it will be useful for captain,2
aap good,5
ola inactive page can't work..very slow can't upload..,1
very good rate price driver happy with you 😁,5
"I registered for ola driver app, but it's not allowing me to get any ride. still 0 rides, no one calls, no response for troubleshoot the issue",1
"I'm having a serious problem accepting orders on the app. When an order is placed, it only appears for 1-2 seconds*, and by the time I try to accept it, the app loads... Ola doesn't even work, it works very little.",1
chour company vary bad,1
I am not getting long booking,5
mha ghatiya,1
good,5
Nice 👍 👍 👍,5
back.l X3,5
కస్టమర్ కేర్ సపోర్ట్ లేదు ఫస్ట్ పాయింట్ సెకండ్ పాయింట్ ఆర్డర్ ఎంత సేపు క్లిక్ చేస్తున్న ఆర్డర్ పడట్లేదు పోలీసోళ్ళు ఓలా హెల్మెట్ పెట్టుకో మంటున్నారు. 29/10/2025. కస్టమర్ ఒక తాగుబోతు ని బండి ఎక్కించింది 82 రూపాయలు అయితే 60 రూపాయలే ఇచ్చారు కస్టమర్ కేర్ కి రెస్పాండ్ అవ్వట్లే కస్టమర్ కేర్ నెంబర్ లేదు మిగతా 22 రూపాయలు ఎవరిస్తారు హెల్ప్ చాట్ లో చాట్ చేస్తుంటే వేచి ఉండండి మేము మీ సమాధానాన్ని చూస్తున్నాము,1
good,5
not working Ola,1
Ahmedabad me raid bhi kam hai + erning bhi kam hai long pikap ate hai bike texi me,1
car ko auto bana diya hai 50 55 ki ride de rho ho kam se kam minimum faire 100 to rakho hum logo koi 50 wali ride uthanee sharam mahesuh hoty h,2
ola this is not good fair Ahmedabad now. ... chitar company,1
bad 😞😞,1
299 recharge madidru ennu nange 6 sec delaye order barta edave 11 time customer care ge call madidru yen response Ella evatige 6 days aytu avar Amman tullna keyya,1
"I compare prices from all the companies by using the Buyhatke app, then book the ride with the lowest price.",1
good app,5
nice,5
Never gets booking my outstation category is also off,1
very very poor and pathetic customer support,1
ok,5
good,5
not getting enough ride and app is also not working properly,2
very bad app for driver,1
nice,5
ola driver bhi fraud hai na Hi customer ki sunta Hai Na hi driver ki sunta Hai apni Marzi se chal raha hai bus,1
badhiya app hai ola behtar ap ha kamay jada kharch kam,5
bekar company,1
ola is soo slow to accept ride,1
"i tried to register on this app 5 days ago. my application was in verification stage. after 5 days it showed ""unable to process application"". I am trying to register again. now it is showing try to add another vehicle. i mailed ola support but no update on that mail as well",1
sabse ghatiya service juth aur batmij driver 20minit no ola,1
रधमत,5
only 1 or 2 second accept orders not assign booking,1
bakwash app 🐒🐒🐒,5
good,5
it has been 5th month there is no single order. Bakwas hai yeh app,1
worst app unable to upload the documents to register.... I didn't started yet but I can understand how worst the app and earnings.... that y no one can recommend.....,1
very bad 😞,5
Very worst service... unable to contact customer care... fare and trip distance is totally wrong... they thing we are slave for them.... compare to rapido we strongly suggest rapido only...,1
very bad,1
my business is so good to join in ola,5
facing problem for accepting booking. Aap crashed. Plz provide stable update. Plz provide good update. Bad bad bad .,5
want more changes,5
driver ka cash nehi😔😔😔kammi rate,5
atahach please call me,5
good,5
"waste app even though you subscription, you won't get orders useless app..... don't waste your money on subscriptions",1
Very expensive pass rates,1
not accepted booking low price,1
im happy ☺️,5
ola app not posible recieve new orders correctly ....,1
very useful,5
I can't upload my selfie during I'd creating why,1
waste of time ola mean Fraud Company,1
nice,5
"நான் தஞ்சாவூரில் ஓலா வில் எனது காரை சேர்த்து ஓட்டுகிறேன். லோக்கல் புக்கிங் எடுப்பதற்கு அதிக நேரம் காத்திருக்க வேண்டியதாக இருக்கிறது,மேலும் வரும் புக்கிங் களின் குறைந்த வாடகையாக வருகிறது, ரெண்டல் மற்றும் வெளியூர் பயணங்களுக்கு மற்ற ஊர்களைக் காட்டிலும் தஞ்சாவூரில் குறைந்த வாடகை தான் தருகிறார்கள், ஓட்டுநர்களின் உழைப்பு அதிக நேரம் எடுத்துக் கொள்ள வேண்டியது இருக்கிறது, மற்றும் வாடகை குறைந்ததாக online bill ல் வருகிறது ,இதனால் ஓட்டுநர்கள் மன உளைச்சலுக்கு ஆளாகின்றன, உழைப்புக்கேற்ற ஊதியம் கிடைப்பதில்லை.",1
very nice,4
super,5
"not Good ap and not supported, mai ek DRIVER hu bahut pareshan hu",1
orders receive karkehe auto matic cancel ho raha hai aur dikhata hai ki customer ne cancel Kiya😭,1
worst app for driver. worst fare,1
it's very low fare to airport from gandhinagar to Ahmedabad airport. please do work on it.,5
vry slho,1
worst app company gonna vanished soon,1
good,5
"I have been using the Ola driver app from a year, It suddenly happened that Ola held my money without any reason, too many times I attempt to contact customer care but no response from customer care.",1
accha hai but mostly order's cancelled ho jate hai rider riders ko cancelation charge kabhi milta hai kabhi nhi milta hai.,4
West app,1
nusr,5
nicr,5
very bad app,1
oll nhi ho raha,5
It is waste of time. I have submitted all the original documents of my bike RC and license. it won't accept if it is due to the bike RC is different name other rider apps have accepted it. I have been in for 8 years. This is the 1st time I have applied in Ola 🤣🤣 and it won't accept.,1
es app pe long ride kabhi accept nahi hoti hai,1
good sarvis,5
Bilkul bakwas hai price itna low kr rkha hai Band honi chaiye ola company,1
post paid ride gayab ho ja rahi hai,1
nice,5
very ved service partner care no not showing,1
time waste aap not working not earning,1
no booking conformation shud wait hours to get booking,2
worst app ever,1
बहुत ही घटिया कंपनी,1
kuking nahi rakhata hai,5
5 year,5
waist apps 2 mahina se zyada ho gya apps pr kam he nhi aaya na or na customer care se rply aaya,1
good for driver,5
Worst app 😡,1
good,5
nice 👍🙂👍🙂👍🙂,5
"showing some as online payment and after a day it's showing as cash trip,drivers are losing money and there is no way to talk with customer care executive",1
good,5
no good,1
new carr attach nahi ho raha hai verify email aa raha hai usko ok kerne k baad error aa jata hai,1
good service provided,4
very bad aap for driver 😭,1
very bed ola chor hai MCD toll kha jate h aur up tax bhi nahi deta aur koi costumer sport nahi he sarm karo semon driver ka sosad kar raha hai,1
my account is blocked so my account active in now,1
my id block,1
"bekar hai booking jaldi chala jata hai,jo tracker lagate hai unko he jaldi booking deta hai.",1
fraud company,1
very bad. Paisa barabar nahin de raha hai aap log bhi drive mat karo ola se,1
nice aap,5
Ye fraud company hai ye chori Karta hai Yahan Rider Bankar fayda Nahin Hai mehnat aapka aur paise company ke ho Jaenge yah Chhori kar lete iska Kahin complaint bhi nahin Hota customer care call bhi receive nahin karta Mumbai me nahi Koi office hai bike rider ke liye incentive or online payment donon ke paise Hi Rakh lete bahut Jhali Company hai mere bhai Dur rehna👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎🥵🥵🥵🥵🥵🥵🥵🥵 yah Chor company se Savdhan Raho aap lo,1
"The biggest problem is the lack of a customer care number. We can't talk to customers, but your Ai doesn't solve any of our problems....",1
good,5
nice,5
I'm driver accept booking process problem,1
worst app..,1
good earning money,4
ok good,5
best aap,5
thirdclass,1
Worst app when booking arrives it wash outs in 2 seconds we are not getting any chance to accept the booking,1
n not login post driver app,1
bhadkao app,1
Very Very Good,5
nice,5
bahut he bekar app hai id open dikhti hai par chalti nahi hai last 2 month say customer care say contact karnay ki koshish ho rahi hai but bot transfer nahi kr raha hai problem wahi ki wahi hai kabhi driver ko problem ho gai to wo to gaya kaam say,1
High demons orders not accepting,1
West do not good bye,1
Don't buy subscription its not working app is to slow and not accepting bookings refused payment coustomer Care taking very badly,1
bade ola cabs driver,1
good,5
waste apps is not working care not responding any quary,1
good,5
🙏,1
airport pickup and drop not rate only 10 rupees 11 rupees not good only bad driver application,1
very naice ola auto,5
sabse best,5
very bad fare for driver,1
Chang vichel,5
ok,5
"if I'm facing an issue can't able to connect to customer care to resolve the issue since my earnings was not credited for the one of order, if I find the way it's always busy. also I faced 2 issues, one is after I reached customer location and trying to call them it's not reaching to customer. 2nd issue once one of food delivery order completed application was crashed none of the menu was not opening completely blank screen are you guys playing in prod env, there are lot of issues,need answers",1
very bad ola company,1
ola bike,1
good company,5
aap mera work nahi kar raha 3 mahine ho gye I'd banaye kuch nahi kharab hai aap ye sab bakbas hai ye galat ye aap mujhe kuch samjh me nahi araha ye bak bas aap hai,1
very bad customer care service,5
Nice app,5
very worst app,1
worst,1
trip amount is verry low..,1
Why is this app not giving orders after 12am? it completely stops giving orders. I have to use rapido after 12 but rapido doesn't pay enough per order.,1
aap kaam ni kerta 10 ride aati hai unme se 1 receive hoti repido west h,1
bad,1
very bad for driver ola rate is very poor auto ka rate deti hai 25 rupees 5km ka aur baad main 15 rupees commission bhi cut krte hai ab 10 rupees main 5 km bike nahi chale gi B. C. company,1
kuchh khash nhi,1
बहुत बढ़िया,5
ret loo,1
poor rate,1
very good ola,5
y board,1
3rd class service,1
good,5
good,5
good,5
good,5
"Very very worest app,very low prices",1
"This is the most useless application, it does not place any order, the food orders are given to your Ola Scooty people.",1
trip accept issue,1
प्रदीप कुमारा जी,5
sound increased automatically my ear problem coming soon,1
bahut bahut bahut kharab,1
when I accept the food orders then why cancel order please give me contact number,1
no trip request recieved after waiting for long time all day this is issue facing the ola tha app,1
Very Poor,1
worest application,1
very bad ola driver app very low fare,1
trip distance is 78km app show 43km not supported chat boat,1
"very hard to catch a help support person, this app looks like cartoon",1
app not working properly,1
waste of time,1
duty not accept,5
good,5
worst experience app,1
not working correct,1
good,5
very good platform ola drivers partner app👍,5
no option for driver,1
very bad service i lost my money 2 -3 time simple makeing to full to people,1
frud company,1
my business,5
not good,1
very low price order and didn't come order 3 hour waiting,1
super,5
fa so,5
app not working,1
id aitiv ho gai hai,5
superb platform to earn money daily,5
👍,5
poor customer service never connect in customer service provider and no response very worst app in my life,1
booking not coming,5
bad app,1
ok,5
ola driver is not working,1
waste of time when working with this app. useless customer service agents. no option to connect agents. no option to cancel orders.,1
very bad nude safe driver,1
this ola driver app is very useful for driver partner,5
super,5
"कॉल करने के लिए सीधे कस्टमर का नंबर मिलता था ,अब ऐसा नहीं है ओला सर्विस नंबर आने का है जो कि कनेक्ट नहीं करता है कस्टमर से इस वजह से बहुत प्रॉब्लम हो रही है,जा इसे सही करे या फिर जैसा था वैसा ही करे,",2
worst application ... customer support team are very unprofessional... he does not behave properly on call .. they talk us arrogantly,1
super,5
இந்த செயலியில் பண சுரண்டல்கள் உள்ளது கி. மீ காண கட்டனத்தை குறைவாக வருகின்றது,1
wrost experience oreder cancle with in 2 mint no customer care no.,1
ola doesn't pay good amount to drivers that' why I don't like ola app.,1
one year,5
good,5
rellay money 🤑 nice apps,5
good,4
this is very bad,1
super,5
booking for,2
unable to accept duty never seen this type of app,1
Nice,5
v.good,5
good,5
very good job,5
Wrost app,5
nic,5
very bad experience with ola driver app,1
पैसा बहोत ज्यादा चुसता है बुकिंग अगर नहीं भी आती है टैब भी अपना चार्ज काट लेता है बस एक बार ऐप चालू हुआ तो फिक्स चार्ज है बहुत कम देता है इसे अच्छा रैपिडो में मुझे अच्छा रिस्पॉन्स मिला है बेस्ट ऐप है ट्रैफिक में बढ़ा कर दिखाया है ड्राइवर रैपिडो आप से खुश है ओला सबसे घटिया,5
best peak hour prices,5
bahut aacha app hai lekin ek cheez kharab hai is me mera account ad nahi ho raha hai,5
This Ola app is not worth for Driver,1
good 👍,5
bad experience of customer support and app is not fair,1
2 year,5
super,5
"worst ola ,As a cab driver ola won't talk to his partners(drivers). just investing our money and act like Slaves",1
good 👍,5
made,5
id ni ban rahi h. bar bar resolve or no network a raha h error kese thik hoga,2
100/1000 scams and frauds,1
good,5
super,5
OLA is No 1 doobagoor and NO1 fraud driver app is shown one amount and customer app is showing another amount so very cheated ola,1
my subscription not working,1
not working properly pik tha Trip wiry let so bed not happy,1
kaam hi nahi kar raha koi booking hi nahi aa rahi,1
Nice,5
This is the worst app,1
customer support time west,1
Very bad ola,1
good app,5
good,5
Good,5
bheeya ola walo isako ola driver app lo ios pe bhi lekar aao bahut sare driver bhai ne i phon le liya...,5
nice app,5
call not connect customer care. low driver's Tirupati. extra kilometers not add fixed payment.no waiting charge amount no office available poor bookings no improvement. no app updates.,1
good app,5
Driver no help,1
nice,5
👎,2
riade accept nahin hota Hai rapido ke tharh long pikap point,1
achcha app,5
very worst app not had customer support to assist and I reacharged my ola pass also but it's showing not recharged this app should be ban not working properly and consuming the captains money also don't use this apps@ola,1
Daily login problem Daily on problem server problem,1
Excellent Ola,5
ola driver driver ka Paisa Kha Kha ke itni Badi company Ban chuki hai,1
